FY,state,measure_name,avg_err,hospitals_reporting,total_rows,delta_prev
2025,HI,READM-30-HF-HRRP,0.9877222222222222,9,9,0.02172222222222231
2025,IA,READM-30-HF-HRRP,0.9743961538461539,26,26,0.008984615384615369
2025,ID,READM-30-HF-HRRP,0.89498,10,10,-0.01744000000000001
2025,IL,READM-30-HF-HRRP,1.0211533980582523,103,103,0.0006805825242717223
2025,IN,READM-30-HF-HRRP,0.9995714285714286,63,63,-0.0009685714285714297
2025,KS,READM-30-HF-HRRP,0.9649192307692308,26,26,0.0001784900284901303
2025,KY,READM-30-HF-HRRP,1.00703,50,50,-0.0011179999999999524
2025,LA,READM-30-HF-HRRP,1.0078533333333333,45,45,-0.0055807575757576
2025,MA,READM-30-HF-HRRP,1.0477607843137255,51,51,-0.002856862745097999
2025,MD,READM-30-HF-HRRP,0.9721875000000001,40,40,0.0021411585365853636
2025,ME,READM-30-HF-HRRP,0.95585,14,14,-0.005578571428571544
2025,MI,READM-30-HF-HRRP,1.0050819444444443,72,72,0.0031027777777776766
2025,MN,READM-30-HF-HRRP,0.9631909090909091,33,33,-0.006799413489736117
2025,MO,READM-30-HF-HRRP,1.0029867924528302,53,53,0.004649755415793044
2025,MS,READM-30-HF-HRRP,1.019896875,32,32,-0.015185267857142914
2025,MT,READM-30-HF-HRRP,0.9327,9,9,0.0006333333333332636
2025,NC,READM-30-HF-HRRP,1.011872,75,75,0.0028044675324676582
2025,ND,READM-30-HF-HRRP,0.9255666666666666,6,6,-0.004750000000000032
2025,NE,READM-30-HF-HRRP,0.9552588235294117,17,17,-0.006330065359477111
2025,NH,READM-30-HF-HRRP,0.9938307692307693,13,13,-0.0018307692307691914
2025,NJ,READM-30-HF-HRRP,1.025035593220339,59,59,0.00539559322033889
2025,NM,READM-30-HF-HRRP,0.9782692307692307,13,13,-0.01026923076923092
2025,NV,READM-30-HF-HRRP,1.0257055555555554,18,18,-0.014416666666666744
2025,NY,READM-30-HF-HRRP,1.019359649122807,114,114,8.637326073812623e-05
2025,OH,READM-30-HF-HRRP,1.0058421568627451,102,102,0.003193642011259934
2025,OK,READM-30-HF-HRRP,0.9930270270270269,37,37,-0.0007729729729730739
2025,OR,READM-30-HF-HRRP,0.9462653846153846,26,26,-0.002142948717948845
2025,PA,READM-30-HF-HRRP,1.0012075471698114,106,106,-0.0004735849056602959
2025,RI,READM-30-HF-HRRP,0.9794777777777779,9,9,-0.006955555555555493
2025,SC,READM-30-HF-HRRP,1.0125809523809524,42,42,0.010723809523809358
2025,SD,READM-30-HF-HRRP,0.9175111111111112,9,9,0.027277777777777845
2025,TN,READM-30-HF-HRRP,1.0019877192982456,57,57,0.002123568354849281
2025,TX,READM-30-HF-HRRP,1.0056264367816092,174,174,-0.004331301313628799
2025,UT,READM-30-HF-HRRP,0.9054833333333333,12,12,-0.01758666666666675
2025,VA,READM-30-HF-HRRP,0.9969803030303032,66,66,-0.005407575757575667
2025,VT,READM-30-HF-HRRP,1.0704666666666667,6,6,-0.006850000000000023
2025,WA,READM-30-HF-HRRP,0.945604761904762,42,42,-0.006322067363530692
2025,WI,READM-30-HF-HRRP,0.9799384615384615,52,52,0.0003057692307691928
2025,WV,READM-30-HF-HRRP,1.0321421052631579,19,19,0.0026371052631579683
2025,WY,READM-30-HF-HRRP,0.9408200000000001,5,5,0.009945000000000093
2025,AK,READM-30-HIP-KNEE-HRRP,1.0117,1,1,0.13670000000000004
2025,AL,READM-30-HIP-KNEE-HRRP,1.1007200000000001,5,5,-0.0706049999999998
2025,AR,READM-30-HIP-KNEE-HRRP,0.6373,1,1,-0.4314
2025,AZ,READM-30-HIP-KNEE-HRRP,1.0318571428571428,7,7,0.000719642857142766
2025,CA,READM-30-HIP-KNEE-HRRP,0.9307727272727273,22,22,-0.016155272727272796
2025,CO,READM-30-HIP-KNEE-HRRP,1.0557,3,3,0.04153333333333342
2025,CT,READM-30-HIP-KNEE-HRRP,0.992025,4,4,-0.009537499999999866
2025,FL,READM-30-HIP-KNEE-HRRP,1.1057583333333334,24,24,0.025928703703703704
2025,IA,READM-30-HIP-KNEE-HRRP,0.98045,2,2,0.045050000000000034
2025,IL,READM-30-HIP-KNEE-HRRP,1.0900333333333332,21,21,0.009924999999999962
2025,IN,READM-30-HIP-KNEE-HRRP,0.96567,10,10,0.030857499999999982
2025,KS,READM-30-HIP-KNEE-HRRP,0.8180571428571428,7,7,-0.052309523809523806
2025,KY,READM-30-HIP-KNEE-HRRP,1.179025,4,4,-0.034658333333333236
